V_ID,Constructor,Veh_type,Version,Brand,Veh_Model,Energy,Power_KW,El_Consumpt_whkm,year,Fuel consumption,Electric range (km),purchase_price_eur,5yr_energy_cost_eur,5yr_maintenance_cost_eur,5yr_depreciation_loss_eur,battery_replacement_cost_eur,5yr_TCO_eur
445,VW-SAIC,5N,AD7AD7GC010N5R5TVR24BF1CSAC,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
446,VW-SAIC,5N,AD7AD7GC010N5R5NVR24BF1CSAC,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
447,VW-SAIC,5N,AD7AD7GC010N5N4NVR24BI1CSB0M1GG,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,7,0.0,35000,7560.000000000002,2500,12250.0,0,57310.0
448,VW-SAIC,5N,AD7AD7GC010N5N4NVR24BI1BSA0M1G0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
449,VW-SAIC,5N,AD7AD7GC010N5T4TVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
450,VW-SAIC,5N,AD7AD7GC010N5T5TVR24BI1BSB0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
451,VW-SAIC,5N,AD7AD7GC010N5T5NVR24BI1BSA0M1GIS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
452,VW-SAIC,5N,FM6FM6C9011N5N3TVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
453,VW-SAIC,5N,FD7FD7GC008N5T5TVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
454,VW-SAIC,5N,FD7FD7GC008N5T3TVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
455,VW-SAIC,5N,FM6FM6C9011N5N4TVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
456,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
457,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
458,VW-SAIC,5N,FD7FD7GC008N5N4TVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
459,VW-SAIC,5N,FD7FD7GC008N5N1TVR24BI1CSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
460,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
461,VW-SAIC,5N,FD7FD7GC008N5N4TVR24BI1CSB0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
462,VW-SAIC,5N,FD7FD7GC008N5T4TVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
463,VW-SAIC,5N,FD7FD7GC008N5T2TVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
464,VW-SAIC,5N,FD7FD7GC008N5N4TVR24BI1CSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
465,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
466,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BI1CSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
467,VW-SAIC,5N,FM6FM6C9011N5N1TVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
468,VW-SAIC,5N,FM6FM6C9011N5N3TVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
469,VW-SAIC,5N,FM6FM6C9011N5N2TVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
470,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BI1CSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
471,VW-SAIC,5N,FD7FD7GC008N5N1TVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
472,VW-SAIC,5N,FM6FM6C9011N5N3TVR24BI1CSB0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
473,VW-SAIC,5N,FM6FM6C9011N5N3TVR24BI1CSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
474,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
475,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
476,VW-SAIC,5N,FM6FM6C9011N5N2TVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
477,VW-SAIC,5N,FD7FD7GC008N5T2TVR24BI1BSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
478,VW-SAIC,5N,FD7FD7GC008N5T4TVR24BI1BSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
479,VW-SAIC,5N,FD7FD7GC008N5T3TVR24BI1BSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
480,VW-SAIC,5N,FD7FD7GC008N5N1TVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
481,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BI1BSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
482,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BI1BSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
483,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BI1CSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
484,VW-SAIC,5N,FD7FD7GC008N5N4TVR24BI1BSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
485,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BI1CSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
486,VW-SAIC,5N,FM6FM6C9011N5N3TVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
487,VW-SAIC,5N,FM6FM6C9011N5N2TVR24BI1BSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
488,VW-SAIC,5N,FD7FD7GC008N5T5TVR24BI1BSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
489,VW-SAIC,5N,FM6FM6C9011N5N2TVR24BI1CSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
490,VW-SAIC,5N,FM6FM6C9011N5N1TVR24BI1CSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
491,VW-SAIC,5N,FD7FD7GC008N5N4TVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
492,VW-SAIC,5N,FM6FM6C9011N5N1TVR24BI1ASAMM1IS,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
493,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BF1CSA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
494,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BF1BSA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
495,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BF1BSA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
496,VW-SAIC,5N,FD7FD7GC008N5N1TVR24BF1CSA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
497,VW-SAIC,5N,FD7FD7GC008N5R2TVR24BF1CSA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
498,VW-SAIC,5N,FM6FM62Q036N5N3TVR24BF1ASA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
499,VW-SAIC,5N,FD7FD7GC008N5N1TVR24BF1ASA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
500,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BF1ASA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
501,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BF1ASA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
502,VW-SAIC,5N,FM6FM62Q036N5N2TVR24BF1ASA0,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
503,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BF1ASAA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
504,VW-SAIC,5N,FM6FM62Q036N5N2TVR24BF1ASAB,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
505,VW-SAIC,5N,FM6FM62Q036N5N1TVR24BF1ASA0,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
506,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BF1CSAD,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
507,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BF1ASAC,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
508,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BF1ASAD,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
509,VW-SAIC,5N,FM6FM62Q036N5N3TVR24BF1CSA0,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
510,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BF1ASAB,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
511,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BF1ASAC,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
512,VW-SAIC,5N,FD7FD7GC008N5R1TVR24BF1BSAA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
513,VW-SAIC,5N,FD7FD7GC008N5N1TVR24BF1ASAA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
514,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BF1ASAA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
515,VW-SAIC,5N,FD7FD7GC008N5R3TVR24BF1BSAC,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
516,VW-SAIC,5N,FD7FD7GC008N5R4TVR24BF1BSAC,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
517,VW-SAIC,5N,FM6FM62Q036N5N3TVR24BF1CSAD,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
518,VW-SAIC,5N,FD7FD7GC008N5R3TVR24BF1BSAA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
519,VW-SAIC,5N,FD7FD7GC008N5N1TVR24BF1CSA0,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
520,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BF1CSAC,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
521,VW-SAIC,5N,FM6FM62Q036N5N4TVR24BF1CSAB,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
522,VW-SAIC,5N,FD7FD7GC008N5R2TVR24BF1CSAC,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
523,VW-SAIC,5N,FD7FD7GC008N5R4TVR24BF1BSAA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
524,VW-SAIC,5N,FD7FD7GC008N5R4TVR24BF1CSAC,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
525,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BF1CSA0,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
526,VW-SAIC,5N,FD7FD7GC008N5N2TVR24BF1CSAB,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
527,VW-SAIC,5N,FD7FD7GC008N5R3TVR24BF1CSA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
528,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
529,VW-SAIC,5N,FD7FD7GC008N5N1TVR24BI1CSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
530,VW-SAIC,5N,FD7FD7GC008N5N4TVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
531,VW-SAIC,5N,FM6FM6C9011N5N2TVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
532,VW-SAIC,5N,FD7FD7GC008N5N4TVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
533,VW-SAIC,5N,FM6FM6C9011N5N2TVR24BI1CSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
534,VW-SAIC,5N,FD7FD7GC008N5N1TVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
535,VW-SAIC,5N,FD7FD7GC008N5N3TVR24BI1CSB0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,8,0.0,30000,8640.000000000002,2500,10500.0,0,51640.0
536,VW-SAIC,5N,FM6FM6C9011N5N4TVR24BI1CSB0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
537,VW-SAIC,5N,FM6FM6C9011N5N2TVR24BI1CSB0M1G,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
538,VW-SAIC,5N,FM6FM62Q036L7N5NVR24BF1CSA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
539,VW-SAIC,5N,FM6FM62Q036L5N4NVR24BF1ASA,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
540,VW-SAIC,5N,FM6FM62Q036L5N3NVR24BF1ASAD,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
541,VW-SAIC,5N,FM6FM62Q036L5R4NVR24BF1BSAC,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
542,VW-SAIC,5N,FD7FD7GC008L5N3NVR24BF1ASAC,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
543,VW-SAIC,5N,FD7FD7GC008L7R4NVR24BF1BSAC,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
544,VW-SAIC,5N,FD7FD7GC008L5N2NVR24BF1ASAC,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
545,VW-SAIC,5N,FM6FM62Q036L5N3NVR24BF1CSA0,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
546,VW-SAIC,5N,FD7FD7GC008L7N4NVR24BI1ASACM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
547,VW-SAIC,5N,FM6FM6C9011L5N4NVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
548,VW-SAIC,5N,FD7FD7GC008L7N4NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
549,VW-SAIC,5N,FM6FM6C9011L7T5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
550,VW-SAIC,5N,FD7FD7GC008L7T4NVR24BI1BSBCM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
551,VW-SAIC,5N,FM6FM6C9011L7N5NVR24BI1CSBBM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,7,0.0,30000,7560.000000000002,2500,10500.0,0,50560.0
552,VW-SAIC,5N,FD7FD7GC008L7N5NVR24BI1ASACM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
553,VW-SAIC,5N,FD7FD7GC008L7N3NVR24BI1ASABM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
554,VW-SAIC,5N,FM6FM6C9011L5N2NVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
555,VW-SAIC,5N,FM6FM6C9011L7N5NVR24BI1CSBCM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
556,VW-SAIC,5N,FD7FD7GC008L5T4NVR24BI1BSBCM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
557,VW-SAIC,5N,FD7FD7GC008L5N3NVR24BI1ASACM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
558,VW-SAIC,5N,FD7FD7GC008L7T5NVR24BI1BSBCM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
559,VW-SAIC,5N,FM6FM6C9011L5N4NVR24BI1ASACM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
560,VW-SAIC,5N,FM6FM6C9011L7N5NVR24BI1ASACM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
561,VW-SAIC,5N,FM6FM6C9011L5N3NVR24BI1ASABM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
562,VW-SAIC,5N,FD7FD7GC008L5N2NVR24BI1ASACM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
563,VW-SAIC,5N,FM6FM6C9011L7N4NVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
564,VW-SAIC,5N,FM6FM6C9011L5N4NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
565,VW-SAIC,5N,FM6FM6C9011L7N5NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
566,VW-SAIC,5N,FD7FD7GC008L7N5NVR24BI1BSBCM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
567,VW-SAIC,5N,FD7FD7GC008L5T5NVR24BI1BSBCM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
568,VW-SAIC,5N,FM6FM6C9011L7T5NVR24BI1BSBCM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
569,VW-SAIC,5N,FM6FM6C9011L5T4NVR24BI1BSBBM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
570,VW-SAIC,5N,FD7FD7GC008L5N4NVR24BI1ASABM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
571,VW-SAIC,5N,FD7FD7GC008L5N2NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
572,VW-SAIC,5N,FM6FM6C9011L5N2NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
573,VW-SAIC,5N,FM6FM6C9011L7T4NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
574,VW-SAIC,5N,FD7FD7GC008L7N5NVR24BI1CSBBM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
575,VW-SAIC,5N,FD7FD7GC008L5T3NVR24BI1BSACM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
576,VW-SAIC,5N,FD7FD7GC008L5T4NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
577,VW-SAIC,5N,FM6FM6C9011L5T5NVR24BI1BSBCM1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
578,VW-SAIC,5N,FM6FM6C9011L7N5NVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
579,VW-SAIC,5N,FD7FD7GC008L5N2NVR24BI1CSA0M1,"VOLKSWAGEN, VW",TIGUAN,petrol,110,0,2021,6,0.0,30000,6480.0,2500,10500.0,0,49480.0
