V_ID,Constructor,Veh_type,Version,Brand,Veh_Model,Energy,Power_KW,El_Consumpt_whkm,year,Fuel consumption,Electric range (km),purchase_price_eur,5yr_energy_cost_eur,5yr_maintenance_cost_eur,5yr_depreciation_loss_eur,battery_replacement_cost_eur,5yr_TCO_eur
1,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
2,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
3,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
4,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
5,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1BSACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
6,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
7,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
8,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
9,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
10,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
11,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
12,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
13,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
14,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
15,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
16,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
17,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1CSB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
18,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
19,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
20,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
21,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
22,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
23,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
24,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
25,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
26,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1CSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
27,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
28,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
29,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
30,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSBCM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
31,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
32,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
33,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
34,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
35,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1CSBBM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
36,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSB0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
37,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
38,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSBBM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
39,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSBBM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
40,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
41,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASACM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
42,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
43,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSBCM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
44,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSBCM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
45,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSB0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
46,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSBBM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
47,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
48,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
49,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSBBM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
50,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSB0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
51,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
52,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
53,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
54,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASA0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
55,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASA0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
56,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSB0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
57,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSB0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
58,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASA0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
59,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSA0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
60,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSB0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
61,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSB0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
62,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASA0M10S,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
63,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSB0M10S,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
64,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSB0M10S,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
65,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1CSB0M10S,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
66,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
67,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
68,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
69,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
70,VW-SAIC,5N,FD7FD7GC009L5R4NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
71,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
72,VW-SAIC,5N,FD7FD7GC009L7R5NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
73,VW-SAIC,5N,AD7AD7GC010L5R5NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
74,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BF1ASA,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
75,VW-SAIC,5N,AD7AD7GC010L5R5NVR24BF1CSA,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
76,VW-SAIC,5N,FM6FM62Q032L5N4NVR24BF1ASA0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
77,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BF1CSB0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
78,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BF1ASBD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
79,VW-SAIC,5N,FD7FD7GC009L5R4NVR24BF1BSBD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
80,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BF1CSB0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
81,VW-SAIC,5N,FD7FD7GC009L5R4NVR24BF1BSB0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
82,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BF1CSBD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
83,VW-SAIC,5N,FD7FD7GC009L7R5NVR24BF1BSBC,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
84,VW-SAIC,5N,FM6FM62Q032L5R4NVR24BF1BSAC,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
85,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BF1ASAD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
86,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BF1ASAD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
87,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BF1ASBC,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
88,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BF1CSA0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
89,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BF1ASA0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
90,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BF1ASAC,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
91,VW-SAIC,5N,FM6FM62Q032L5N5NVR24BF1ASAD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
92,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1BSB0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
93,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BI1ASACM1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
94,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
95,VW-SAIC,5N,AD7AD7GC010L7T6NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
96,VW-SAIC,5N,AD7AD7GC010L7T6NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
97,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
98,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1CSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
99,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
100,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
101,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
102,VW-SAIC,5N,AD7AD7GC010L7G6NVR24BI1ASB0M1G0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
103,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
104,VW-SAIC,5N,AD7AD7GC010L5T6NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
105,VW-SAIC,5N,AD7AD7GC010L5G5NVR24BI1ASACM1G0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
106,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
107,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
108,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
109,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
110,VW-SAIC,5N,FD7FD7GC009L7T6NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
111,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
112,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1CSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
113,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
114,VW-SAIC,5N,FD7FD7GC009L7T5NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
115,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1ASACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
116,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
117,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
118,VW-SAIC,5N,FD7FD7GC009L7N6NVR24BI1CSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
119,VW-SAIC,5N,AD7AD7GC010L7G6NVR24BI1ASB0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
120,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1CSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
121,VW-SAIC,5N,AD7AD7GC010L5G6NVR24BI1ASBCM1G0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
122,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1BSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
123,VW-SAIC,5N,FD7FD7GC009L7T5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
124,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1CSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
125,VW-SAIC,5N,AD7AD7GC010L5T5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
126,VW-SAIC,5N,FD7FD7GC009L7T6NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
127,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
128,VW-SAIC,5N,FD7FD7GC009L7T6NVR24BI1BSB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
129,VW-SAIC,5N,AD7AD7GC010L5N6NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
130,VW-SAIC,5N,AD7AD7GC010L5N6NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
131,VW-SAIC,5N,AD7AD7GC010L5G5NVR24BI1ASA0M1G0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
132,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
133,VW-SAIC,5N,AD7AD7GC010L7G6NVR24BI1ASBCM1G0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
134,VW-SAIC,5N,FM6FM62Q032L7N5NVR24BI1CSABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
135,VW-SAIC,5N,FM6FM62Q032L7N5NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
136,VW-SAIC,5N,FM6FM62Q032L7T6NVR24BI1BSABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0.0,35000,6480.0,2500,12250.0,0,56230.0
