v_id,constructor,veh_type,brand,veh_model,energy,power_kw,el_consumpt_whkm,year,fuel_consumption,electric_range_(km),purchase_price_eur,5yr_energy_cost_eur,5yr_maintenance_cost_eur,5yr_depreciation_loss_eur,battery_replacement_cost_eur,5yr_tco_eur
287,BMW,G5X,BMW,X5 M50d,diesel,294,0,2021,8,0,35000,8640.000000000002,2500,12250.0,0,58390.0
288,BMW,G5X,BMW,X5 xDrive30d,diesel,210,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
289,BMW,G5X,BMW,X5 xDrive40d,diesel,250,0,2021,8,0,35000,8640.000000000002,2500,12250.0,0,58390.0
290,BMW,G5X,BMW,X5 xDrive40i,petrol,250,0,2021,11,0,30000,11880.0,2500,10500.0,0,54880.0
291,BMW,G5X,BMW,X5 xDrive25d,diesel,170,0,2021,8,0,35000,8640.000000000002,2500,12250.0,0,58390.0
292,FORD,WA6,FORD,S-MAX,petrol,121,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
293,FORD,FAD,FORD,TRANSIT,diesel,125,0,2021,8,0,35000,8640.000000000002,2500,12250.0,0,58390.0
294,BMW,FMCA,MINI,Cooper,petrol,100,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
295,BMW,FMK,MINI,Clubman Cooper S ALL4,petrol,141,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
296,BMW,FML2,MINI,John Cooper Works GP,petrol,225,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
297,BMW,FMX,MINI,Countryman One,petrol,75,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
298,BMW,FMX,MINI,Countryman Cooper,petrol,100,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
299,BMW,FMX,MINI,Countryman Cooper S ALL4,petrol,141,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
300,JEEP,JK,JEEP,WRANGLER UNLIMITED,petrol,200,0,2021,12,0,30000,12960.0,2500,10500.0,0,55960.0
301,CUPRA,KM,CUPRA,FORMENTOR,petrol,228,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
302,OPEL,V,OPEL,VIVARO ZAFIRA LIFE,diesel,106,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
303,FORD,SBF,FORD,EDGE,diesel,175,0,2021,8,0,35000,8640.000000000002,2500,12250.0,0,58390.0
304,FORD,2AB,FORD,RANGER,diesel,157,0,2021,9,0,35000,9720.0,2500,12250.0,0,59470.0
305,FORD,FAC,FORD,TRANSIT CUSTOM,diesel,125,0,2021,8,0,35000,8640.000000000002,2500,12250.0,0,58390.0
306,FORD,FAC,FORD,TOURNEO CUSTOM,diesel,136,0,2021,8,0,35000,8640.000000000002,2500,12250.0,0,58390.0
307,OPEL,U,OPEL,CORSA,diesel,75,0,2021,4,0,35000,4320.000000000001,2500,12250.0,0,54070.0
308,OPEL,B-K,OPEL,ASTRA SPORTS TOURER+,diesel,90,0,2021,4,0,35000,4320.000000000001,2500,12250.0,0,54070.0
309,BMW,FMK,MINI,Clubman Cooper S,petrol,141,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
310,FORD,DFK,FORD,KUGA,petrol,111,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
311,FORD,JHH,FORD,FIESTA,petrol,74,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
312,HYUNDAI,PDE,HYUNDAI,I30,diesel,85,0,2021,4,0,35000,4320.000000000001,2500,12250.0,0,54070.0
313,HYUNDAI,PDE,HYUNDAI,I30N,petrol,184,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
314,HYUNDAI,NX4E,HYUNDAI,TUCSONIX35,petrol,132,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
315,TESLA,RU,HONDA,HR-V,petrol,96,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
316,HYUNDAI,AE,HYUNDAI,IONIQ,petrol,77,0,2021,4,0,30000,4320.000000000001,2500,10500.0,0,47320.0
317,RENAULT-NISSAN-MITSUBISHI,R35,NISSAN,NISSAN GT-R,petrol,419,0,2021,14,0,30000,15120.000000000004,2500,10500.0,0,58120.0
318,RENAULT-NISSAN-MITSUBISHI,T32,NISSAN,NISSAN X-TRAIL,petrol,116,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
319,RENAULT-NISSAN-MITSUBISHI,MM,RENAULT,MASTER,diesel,107,0,2021,11,0,35000,11880.0,2500,12250.0,0,61630.0
320,"VOLKSWAGEN, VW",SYMVE,"VOLKSWAGEN, VW",CRAFTER,diesel,130,0,2021,13,0,35000,14040.0,2500,12250.0,0,63790.0
321,RENAULT-NISSAN-MITSUBISHI,RFB,RENAULT,MEGANE,petrol,221,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
322,KIA,CD,KIA,XCEED,petrol,150,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
323,KIA,NQ5E,KIA,SPORTAGE,petrol,132,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
324,TESLA,DF,JAGUAR,JAGUAR E-PACE,diesel,110,0,2021,8,0,35000,8640.000000000002,2500,12250.0,0,58390.0
325,TESLA,LC,LAND ROVER,DISCOVERY SPORT,diesel,132,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
326,TESLA,LE,LAND ROVER,DEFENDER,diesel,177,0,2021,9,0,35000,9720.0,2500,12250.0,0,59470.0
327,TESLA,LR,LAND ROVER,DISCOVERY,diesel,177,0,2021,9,0,35000,9720.0,2500,12250.0,0,59470.0
328,TESLA,LY,LAND ROVER,RANGE ROVER VELAR,diesel,202,0,2021,8,0,35000,8640.000000000002,2500,12250.0,0,58390.0
329,TESLA,LZ,LAND ROVER,RANGE ROVER EVOQUE,diesel,132,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
330,KIA,YB,KIA,STONIC,petrol,62,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
331,VOLVO,X,VOLVO,XC40,petrol,120,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
332,FORD,DEH,FORD,FOCUS,petrol,114,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
333,BMW,FMX,MINI,Countryman One D,diesel,85,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
334,OPEL,U,OPEL,MOKKA,petrol,96,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
335,OPEL,P7MONOCABC,OPEL,CROSSLAND,petrol,96,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
336,OPEL,P7 MONOCAB C,OPEL,CROSSLAND X,petrol,96,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
337,BMW,FMK,MINI,Clubman Cooper D,diesel,110,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
338,HYUNDAI,OS,HYUNDAI,"KONA,KAUAI",diesel,100,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
339,TESLA,FK,HONDA,CIVIC 5DR,petrol,93,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
340,HYUNDAI,BC3,HYUNDAI,I20,petrol,74,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
341,MITSUBISHI,GK0,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,petrol,120,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
342,MITSUBISHI,GA0,MITSUBISHI,MITSUBISHI ASX,petrol,86,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
343,RENAULT-NISSAN-MITSUBISHI,CW0,MITSUBISHI,MITSUBISHI OUTLANDER,petrol,110,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
344,RENAULT-NISSAN-MITSUBISHI,A00,MITSUBISHI,MITSUBISHI SPACE STAR,petrol,59,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
345,RENAULT-NISSAN-MITSUBISHI,RFD,RENAULT,TALISMAN,diesel,110,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
346,VOLVO,U,VOLVO,XC60,diesel,145,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
347,VOLVO,L,VOLVO,XC90,diesel,173,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
348,VOLVO,P,VOLVO,V90,diesel,173,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
349,VOLVO,P,VOLVO,V90 CROSS COUNTRY,diesel,173,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
350,VOLVO,Z,VOLVO,V60,diesel,110,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
351,VOLVO,Z,VOLVO,V60 CROSS COUNTRY,diesel,140,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
352,VOLVO,Z,VOLVO,S60,petrol,184,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
353,VOLVO,P,VOLVO,S90,petrol,145,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
354,MAZDA-SUBARU-SUZUKI-TOYOTA,B6,SUBARU,OUTBACK,petrol,129,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
355,MAZDA-SUBARU-SUZUKI-TOYOTA,"F5(EU,M)",LEXUS,LEXUS LS500,petrol,307,0,2021,11,0,30000,11880.0,2500,10500.0,0,54880.0
356,MAZDA-SUBARU-SUZUKI-TOYOTA,"F5(EU,M)",LEXUS,LEXUS LS500H,petrol,220,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
357,MAZDA-SUBARU-SUZUKI-TOYOTA,"Z10(EU,M)",LEXUS,LEXUS LC500,petrol,341,0,2021,12,0,30000,12960.0,2500,10500.0,0,55960.0
358,MAZDA-SUBARU-SUZUKI-TOYOTA,"UXC1(EU,M)",LEXUS,LEXUS RC F,petrol,341,0,2021,12,0,30000,12960.0,2500,10500.0,0,55960.0
359,MAZDA-SUBARU-SUZUKI-TOYOTA,"Z10(EU,M)",LEXUS,LEXUS LC500H,petrol,220,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
360,MAZDA-SUBARU-SUZUKI-TOYOTA,A10(A),LEXUS,LEXUS CT200H,petrol,73,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
361,MAZDA-SUBARU-SUZUKI-TOYOTA,"ZA1(EU,M)",LEXUS,LEXUS UX200,petrol,127,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
362,MAZDA-SUBARU-SUZUKI-TOYOTA,"AL2(EU,M)",LEXUS,LEXUS RX450H,petrol,193,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
363,MAZDA-SUBARU-SUZUKI-TOYOTA,AZ1,LEXUS,LEXUS NX300H,petrol,114,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
364,MAZDA-SUBARU-SUZUKI-TOYOTA,"AL2(EU,M)",LEXUS,LEXUS RX450HL,petrol,193,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
365,MAZDA-SUBARU-SUZUKI-TOYOTA,ND,MAZDA,MAZDA MX-5,petrol,135,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
366,MAZDA-SUBARU-SUZUKI-TOYOTA,AZ,SUZUKI,SWIFT,petrol,95,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
367,MAZDA-SUBARU-SUZUKI-TOYOTA,MF,SUZUKI,IGNIS,petrol,61,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
368,MAZDA-SUBARU-SUZUKI-TOYOTA,"XZ1L(EU,M)",LEXUS,LEXUS ES300H,petrol,131,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
369,MAZDA-SUBARU-SUZUKI-TOYOTA,G5,SUBARU,IMPREZA,petrol,84,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
370,MAZDA-SUBARU-SUZUKI-TOYOTA,G5,SUBARU,XV,petrol,84,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
371,MAZDA-SUBARU-SUZUKI-TOYOTA,S5,SUBARU,FORESTER,petrol,110,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
372,MAZDA-SUBARU-SUZUKI-TOYOTA,V1,SUBARU,LEVORG,petrol,110,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
373,MAZDA-SUBARU-SUZUKI-TOYOTA,ZC,SUBARU,BRZ,petrol,147,0,2021,9,0,30000,9720.0,2500,10500.0,0,52720.0
374,MAZDA-SUBARU-SUZUKI-TOYOTA,V,TOYOTA,PROACE,diesel,90,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
375,MAZDA-SUBARU-SUZUKI-TOYOTA,J15TM,TOYOTA,TOYOTA LAND CRUISER 150,diesel,150,0,2021,10,0,35000,10800.000000000002,2500,12250.0,0,60550.0
376,MAZDA-SUBARU-SUZUKI-TOYOTA,J15TM,TOYOTA,TOYOTA LAND CRUISER (150 SERIES),diesel,150,0,2021,10,0,35000,10800.000000000002,2500,12250.0,0,60550.0
377,MAZDA-SUBARU-SUZUKI-TOYOTA,"XPA1F(EU,M)",TOYOTA,TOYOTA YARIS,petrol,92,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
378,MAZDA-SUBARU-SUZUKI-TOYOTA,XP13M(A),TOYOTA,TOYOTA YARIS HYBRID,petrol,54,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
379,MAZDA-SUBARU-SUZUKI-TOYOTA,E,TOYOTA,PROACE CITY VERSO,petrol,81,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
380,MAZDA-SUBARU-SUZUKI-TOYOTA,JTSC,TOYOTA,TOYOTA SUPRA,petrol,190,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
381,MAZDA-SUBARU-SUZUKI-TOYOTA,AB1,TOYOTA,TOYOTA AYGO,petrol,53,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
382,MAZDA-SUBARU-SUZUKI-TOYOTA,"XA5(EU,M)",TOYOTA,TOYOTA RAV4,petrol,131,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
383,MAZDA-SUBARU-SUZUKI-TOYOTA,"ZE1EE(EU,M)",TOYOTA,TOYOTA COROLLA,petrol,72,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
384,MAZDA-SUBARU-SUZUKI-TOYOTA,"AX1T(EU,M)",TOYOTA,TOYOTA C-HR,petrol,72,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
385,MAZDA-SUBARU-SUZUKI-TOYOTA,ZN,TOYOTA,86,petrol,147,0,2021,9,0,30000,9720.0,2500,10500.0,0,52720.0
386,MAZDA-SUBARU-SUZUKI-TOYOTA,"XW5(EU,M)",TOYOTA,TOYOTA PRIUS,petrol,72,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
387,MAZDA-SUBARU-SUZUKI-TOYOTA,XPB1F(M),TOYOTA,TOYOTA YARIS CROSS,petrol,68,0,2021,4,0,30000,4320.000000000001,2500,10500.0,0,47320.0
388,STELLANTIS,MP,JEEP,COMPASS,petrol,96,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
389,STELLANTIS,3,CITROEN,C4 SPACETOURER,diesel,96,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
390,STELLANTIS,V,CITROEN,JUMPY SPACETOURER,diesel,110,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
391,STELLANTIS,Y,CITROEN,JUMPER,diesel,103,0,2021,9,0,35000,9720.0,2500,12250.0,0,59470.0
392,STELLANTIS,312,FIAT,FIAT 500,petrol,52,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
393,STELLANTIS,BU,JEEP,RENEGADE,petrol,88,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
394,STELLANTIS,JK,JEEP,WRANGLER,petrol,200,0,2021,11,0,30000,11880.0,2500,10500.0,0,54880.0
395,STELLANTIS,KL,JEEP,CHEROKEE,diesel,143,0,2021,8,0,35000,8640.000000000002,2500,12250.0,0,58390.0
396,STELLANTIS,WK,JEEP,GRAND CHEROKEE,diesel,184,0,2021,10,0,35000,10800.000000000002,2500,12250.0,0,60550.0
397,STELLANTIS,WK,JEEP,GRAND CHEROKEE SRT,petrol,344,0,2021,15,0,30000,16200.000000000002,2500,10500.0,0,59200.0
398,STELLANTIS,199,FIAT,FIAT 500L,petrol,70,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
399,STELLANTIS,312,FIAT,FIAT PANDA,lpg,51,0,2021,8,0,32000,8640.000000000002,2500,11200.0,0,54340.0
400,STELLANTIS,225,FIAT,FIAT FIORINO,diesel,59,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
401,STELLANTIS,250,FIAT,FIAT DUCATO,diesel,130,0,2021,11,0,35000,11880.0,2500,12250.0,0,61630.0
402,STELLANTIS,250,FIAT,640 SB,diesel,103,0,2021,14,0,35000,15120.000000000004,2500,12250.0,0,64870.0
403,STELLANTIS,250,FIAT,KRONOS 287 INTEGRAL,diesel,103,0,2021,13,0,35000,14040.0,2500,12250.0,0,63790.0
404,STELLANTIS,250,FIAT,FV 636 EBL,diesel,88,0,2021,13,0,35000,14040.0,2500,12250.0,0,63790.0
405,STELLANTIS,250,FIAT,V6600 SB,diesel,103,0,2021,11,0,35000,11880.0,2500,12250.0,0,61630.0
406,STELLANTIS,312,FIAT,ABARTH 500,petrol,132,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
407,STELLANTIS,334,FIAT,FIAT 500X,petrol,110,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
408,STELLANTIS,356,FIAT,FIAT TIPO,petrol,70,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
409,STELLANTIS,FJL,FIAT,TALENTO,diesel,88,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
410,STELLANTIS,A,CITROEN,C5 AIRCROSS,petrol,133,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
411,STELLANTIS,949,ALFA ROMEO,STELVIO,diesel,154,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
412,STELLANTIS,949,ALFA ROMEO,STELVIO QUADRIFOGLIO,petrol,375,0,2021,12,0,30000,12960.0,2500,10500.0,0,55960.0
413,STELLANTIS,952,ALFA ROMEO,GIULIA QUADRIFOGLIO,petrol,375,0,2021,10,0,30000,10800.000000000002,2500,10500.0,0,53800.0
414,STELLANTIS,952,ALFA ROMEO,GIULIA,petrol,148,0,2021,8,0,30000,8640.000000000002,2500,10500.0,0,51640.0
415,STELLANTIS,952,ALFA ROMEO,GIULIA GTAM,petrol,397,0,2021,11,0,30000,11880.0,2500,10500.0,0,54880.0
416,STELLANTIS,952,ALFA ROMEO,GIULIA GTA,petrol,397,0,2021,11,0,30000,11880.0,2500,10500.0,0,54880.0
417,STELLANTIS,S,CITROEN,C3,diesel,75,0,2021,4,0,35000,4320.000000000001,2500,12250.0,0,54070.0
418,STELLANTIS,940,ALFA ROMEO,ALFA GIULIETTA,petrol,88,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
419,STELLANTIS,2,CITROEN,C3 AIRCROSS,diesel,88,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
420,STELLANTIS,P,CITROEN,C1,petrol,53,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
421,STELLANTIS,M,PEUGEOT,3008,petrol,96,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
422,STELLANTIS,V,PEUGEOT,EXPERT TRAVELLER,diesel,130,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
423,STELLANTIS,Y,PEUGEOT,BOXER,diesel,103,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
424,STELLANTIS,A,PEUGEOT,TOURNEO,diesel,121,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
425,STELLANTIS,E,PEUGEOT,RIFTER,diesel,96,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
426,STELLANTIS,F,PEUGEOT,508,petrol,165,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
427,STELLANTIS,U,PEUGEOT,208,diesel,75,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
428,STELLANTIS,U,PEUGEOT,2008,diesel,75,0,2021,4,0,35000,4320.000000000001,2500,12250.0,0,54070.0
429,STELLANTIS,L,PEUGEOT,308,petrol,193,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
430,STELLANTIS,M,PEUGEOT,5008,diesel,96,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
431,STELLANTIS,P,PEUGEOT,108,petrol,53,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
432,STELLANTIS,E,OPEL,COMBO LIFE,petrol,81,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
433,STELLANTIS,MW,OPEL,MOVANO,diesel,110,0,2021,10,0,35000,10800.000000000002,2500,12250.0,0,60550.0
434,STELLANTIS,Z,OPEL,GRANDLAND X,petrol,133,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
435,STELLANTIS,Z-B,OPEL,INSIGNIA GRAND SPORT,diesel,100,0,2021,5,0,35000,5400.000000000001,2500,12250.0,0,55150.0
436,STELLANTIS,Z-B,OPEL,INSIGNIA SPORTS TOURER,petrol,121,0,2021,7,0,30000,7560.000000000002,2500,10500.0,0,50560.0
437,STELLANTIS,V,OPEL,ZAFIRA LIFE,diesel,88,0,2021,7,0,35000,7560.000000000002,2500,12250.0,0,57310.0
438,STELLANTIS,B-K,OPEL,ASTRA SPORTS TOURER,diesel,77,0,2021,4,0,35000,4320.000000000001,2500,12250.0,0,54070.0
439,STELLANTIS,B-K,OPEL,ASTRA+,petrol,81,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
440,STELLANTIS,B-K,OPEL,ASTRA,petrol,81,0,2021,5,0,30000,5400.000000000001,2500,10500.0,0,48400.0
441,RENAULT-NISSAN-MITSUBISHI,SR,DACIA,DUSTER,lpg,67,0,2021,6,0,32000,6480.0,2500,11200.0,0,52180.0
442,RENAULT-NISSAN-MITSUBISHI,RJB,RENAULT,CAPTUR,lpg,74,0,2021,6,0,32000,6480.0,2500,11200.0,0,52180.0
443,RENAULT-NISSAN-MITSUBISHI,SD,DACIA,SANDERO,lpg,74,0,2021,6,0,32000,6480.0,2500,11200.0,0,52180.0
444,RENAULT-NISSAN-MITSUBISHI,SD,DACIA,LODGY,lpg,80,0,2021,6,0,32000,6480.0,2500,11200.0,0,52180.0
445,RENAULT-NISSAN-MITSUBISHI,RJA,RENAULT,CLIO,lpg,74,0,2021,6,0,32000,6480.0,2500,11200.0,0,52180.0
446,BMW,G21,BMW,320D XDRIVE,diesel,140,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
447,BMW,G3X,BMW,X3 XDRIVE 20D,diesel,140,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
448,BMW,U11,BMW,X1 XDRIVE 20D,diesel,145,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
449,BMW,G5L,BMW,520d,diesel,140,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
450,BMW,G5K,BMW,530d,diesel,195,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
451,BMW,G5X,BMW,X5 XDRIVE 30D,diesel,210,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
452,BMW,G6GT,BMW,630d,diesel,210,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
453,BMW,FMK,MINI,Clubman Cooper SD,diesel,140,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
454,HYUNDAI,TM,HYUNDAI,SANTAFE,diesel,147,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
455,HYUNDAI,TQ,HYUNDAI,"H-1,STAREX,GRANDSTAREX",diesel,100,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
456,RENAULT-NISSAN-MITSUBISHI,J11,NISSAN,NISSAN QASHQAI,diesel,85,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
457,BMW,G5K,BMW,530D XDRIVE,diesel,210,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
458,RENAULT-NISSAN-MITSUBISHI,RZG,RENAULT,KOLEOS,diesel,140,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
459,RENAULT-NISSAN-MITSUBISHI,W,RENAULT,KANGOO,diesel,59,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
460,MAZDA-SUBARU-SUZUKI-TOYOTA,GH,MAZDA,MAZDA6,diesel,135,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
461,MAZDA-SUBARU-SUZUKI-TOYOTA,KF,MAZDA,MAZDA CX-5,diesel,135,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
462,RENAULT-NISSAN-MITSUBISHI,RFA,RENAULT,SCENIC,diesel,88,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
463,RENAULT-NISSAN-MITSUBISHI,RFE,RENAULT,KADJAR,diesel,85,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
464,KIA,NQ5E,KIA,NQ5E PROTO,diesel,150,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
465,BMW,G3L,BMW,M340d xDrive,diesel,250,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
466,BMW,G3L,BMW,330d xDrive,diesel,195,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
467,BMW,F1X,BMW,X1 xDrive20d,diesel,140,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
468,MERCEDES-BENZ,R1ES,MERCEDES-BENZ,E 300 D 4MATIC,diesel,195,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
469,MERCEDES-BENZ,R1ES,MERCEDES-BENZ,E 220 D 4MATIC,diesel,143,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
470,MERCEDES-BENZ,R1ECLS,MERCEDES-BENZ,CLS 220 D,diesel,143,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
471,MERCEDES-BENZ,F2B,MERCEDES-BENZ,GLB 180 D,diesel,85,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
472,MERCEDES-BENZ,F2B,MERCEDES-BENZ,GLB 220 D,diesel,140,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
473,MERCEDES-BENZ,F2B,MERCEDES-BENZ,GLB 220 D 4MATIC,diesel,140,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
474,MERCEDES-BENZ,204 K,MERCEDES-BENZ,C 300 D 4MATIC,diesel,180,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
475,MERCEDES-BENZ,F2A,MERCEDES-BENZ,A 220 D 4MATIC,diesel,140,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
476,RENAULT-NISSAN-MITSUBISHI,J4,NISSAN,NISSAN NV300,diesel,125,0,2021,6,0,35000,6480.0,2500,12250.0,0,56230.0
