V_ID,Constructor,Veh_type,Version,Brand,Veh_Model,Energy,Power_KW,El_Consumpt_whkm,year,Fuel consumption,Electric range (km),purchase_price_eur
1,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
2,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
3,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
4,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
5,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1BSACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
6,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
7,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
8,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
9,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
10,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
11,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
12,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
13,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
14,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
15,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
16,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
17,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1CSB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
18,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
19,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
20,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
21,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
22,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
23,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
24,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
25,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
26,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1CSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
27,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
28,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
29,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
30,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSBCM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
31,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
32,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
33,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
34,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
35,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1CSBBM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
36,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSB0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
37,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
38,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSBBM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
39,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSBBM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
40,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
41,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASACM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
42,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
43,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSBCM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
44,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSBCM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
45,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSB0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
46,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSBBM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
47,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
48,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
49,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSBBM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
50,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSB0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
51,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
52,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
53,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
54,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1ASA0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
55,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASA0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
56,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1CSB0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
57,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSB0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
58,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1ASA0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
59,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSA0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
60,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BI1BSB0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
61,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSB0M1JS,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
62,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BI1ASA0M10S,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
63,VW-SAIC,5N,FD7FD7GC009L5T5NVR24BI1BSB0M10S,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
64,VW-SAIC,5N,FD7FD7GC009L5T4NVR24BI1BSB0M10S,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
65,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BI1CSB0M10S,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
66,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
67,VW-SAIC,5N,FD7FD7GC009L5N3NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
68,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
69,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
70,VW-SAIC,5N,FD7FD7GC009L5R4NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
71,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
72,VW-SAIC,5N,FD7FD7GC009L7R5NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
73,VW-SAIC,5N,AD7AD7GC010L5R5NVR24BF1CSB,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
74,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BF1ASA,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
75,VW-SAIC,5N,AD7AD7GC010L5R5NVR24BF1CSA,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
76,VW-SAIC,5N,FM6FM62Q032L5N4NVR24BF1ASA0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
77,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BF1CSB0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
78,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BF1ASBD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
79,VW-SAIC,5N,FD7FD7GC009L5R4NVR24BF1BSBD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
80,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BF1CSB0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
81,VW-SAIC,5N,FD7FD7GC009L5R4NVR24BF1BSB0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
82,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BF1CSBD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
83,VW-SAIC,5N,FD7FD7GC009L7R5NVR24BF1BSBC,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
84,VW-SAIC,5N,FM6FM62Q032L5R4NVR24BF1BSAC,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
85,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BF1ASAD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
86,VW-SAIC,5N,FD7FD7GC009L5N5NVR24BF1ASAD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
87,VW-SAIC,5N,FD7FD7GC009L5N4NVR24BF1ASBC,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
88,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BF1CSA0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
89,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BF1ASA0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
90,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BF1ASAC,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
91,VW-SAIC,5N,FM6FM62Q032L5N5NVR24BF1ASAD,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
92,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1BSB0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
93,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BI1ASACM1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
94,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
95,VW-SAIC,5N,AD7AD7GC010L7T6NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
96,VW-SAIC,5N,AD7AD7GC010L7T6NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
97,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
98,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1CSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
99,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
100,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
101,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
102,VW-SAIC,5N,AD7AD7GC010L7G6NVR24BI1ASB0M1G0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
103,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
104,VW-SAIC,5N,AD7AD7GC010L5T6NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
105,VW-SAIC,5N,AD7AD7GC010L5G5NVR24BI1ASACM1G0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
106,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
107,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
108,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
109,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
110,VW-SAIC,5N,FD7FD7GC009L7T6NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
111,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
112,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1CSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
113,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
114,VW-SAIC,5N,FD7FD7GC009L7T5NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
115,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1ASACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
116,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
117,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
118,VW-SAIC,5N,FD7FD7GC009L7N6NVR24BI1CSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
119,VW-SAIC,5N,AD7AD7GC010L7G6NVR24BI1ASB0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
120,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1CSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
121,VW-SAIC,5N,AD7AD7GC010L5G6NVR24BI1ASBCM1G0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
122,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1BSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
123,VW-SAIC,5N,FD7FD7GC009L7T5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
124,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1CSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
125,VW-SAIC,5N,AD7AD7GC010L5T5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
126,VW-SAIC,5N,FD7FD7GC009L7T6NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
127,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1ASB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
128,VW-SAIC,5N,FD7FD7GC009L7T6NVR24BI1BSB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
129,VW-SAIC,5N,AD7AD7GC010L5N6NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
130,VW-SAIC,5N,AD7AD7GC010L5N6NVR24BI1ASA0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
131,VW-SAIC,5N,AD7AD7GC010L5G5NVR24BI1ASA0M1G0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
132,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BI1BSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
133,VW-SAIC,5N,AD7AD7GC010L7G6NVR24BI1ASBCM1G0,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
134,VW-SAIC,5N,FM6FM62Q032L7N5NVR24BI1CSABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
135,VW-SAIC,5N,FM6FM62Q032L7N5NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
136,VW-SAIC,5N,FM6FM62Q032L7T6NVR24BI1BSABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
137,VW-SAIC,5N,FM6FM62Q032L7T6NVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
138,VW-SAIC,5N,FM6FM62Q032L7N5NVR24BI1BSACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
139,VW-SAIC,5N,FD7FD7GC009L7N6NVR24BI1CSB0M1,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
140,VW-SAIC,5N,FM6FM62Q032L5T5NVR24BI1BSABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
141,VW-SAIC,5N,FM6FM62Q032L7T5NVR24BI1BSABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
142,VW-SAIC,5N,FM6FM62Q032L7N4NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
143,VW-SAIC,5N,FM6FM62Q032L5T5NVR24BI1BSACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
144,VW-SAIC,5N,FM6FM62Q032L5T5NVR24BI1BSABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
145,VW-SAIC,5N,FM6FM62Q032L7T5NVR24BI1BSABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
146,VW-SAIC,5N,FM6FM62Q032L5T5NVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
147,VW-SAIC,5N,FM6FM62Q032L7N5NVR24BI1BSABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
148,VW-SAIC,5N,FM6FM62Q032L7N5NVR24BI1ASACM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
149,VW-SAIC,5N,FM6FM62Q032L7N6NVR24BI1BSACM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
150,VW-SAIC,5N,FM6FM62Q032L5N4NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
151,VW-SAIC,5N,FM6FM62Q032L5T4NVR24BI1BSA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
152,VW-SAIC,5N,FM6FM62Q032L5N4NVR24BI1CSA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
153,VW-SAIC,5N,FD7FD7GC009L7N5NVR24BI1BSB0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
154,VW-SAIC,5N,FM6FM62Q032L5N5NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
155,VW-SAIC,5N,FM6FM62Q032L5N4NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
156,VW-SAIC,5N,AD7AD7GC010L7N6NVR24BI1BSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
157,VW-SAIC,5N,FM6FM62Q032L5N5NVR24BI1ASA0M10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
158,VW-SAIC,5N,FM6FM62Q032L5N4NVR24BI1ASABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
159,VW-SAIC,5N,FM6FM62Q032L5N4NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
160,VW-SAIC,5N,FM6FM62Q032L5N5NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
161,VW-SAIC,5N,FM6FM62Q032L5N5NVR24BI1ASACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
162,VW-SAIC,5N,FM6FM62Q032L5N5NVR24BI1CSABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
163,VW-SAIC,5N,FM6FM62Q032L5N5NVR24BI1BSACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
164,VW-SAIC,5N,FM6FM62Q032L5N3NVR24BI1ASA0M1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
165,VW-SAIC,5N,FM6FM62Q032L7N5NVR24BI1CSABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
166,VW-SAIC,5N,FM6FM62Q032L5T4NVR24BI1BSABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
167,VW-SAIC,5N,FM6FM62Q032L5N5NVR24BI1CSABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
168,VW-SAIC,5N,FM6FM62Q032L5N5NVR24BI1BSABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
169,VW-SAIC,5N,AD7AD7GC010L5N5NVR24BI1CSBBM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
170,VW-SAIC,5N,FM6FM62Q032L7N5NVR24BI1ASABM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
171,VW-SAIC,5N,FM6FM62Q032L5N4NVR24BI1ASACM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
172,VW-SAIC,5N,FD7FD7GC009L7N6NVR24BI1BSBCM10,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
173,VW-SAIC,5N,FM6FM62Q032L5N3NVR24BI1ASABM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
174,VW-SAIC,5N,FM6FM62Q032L5T5NVR24BI1BSACM1G,"VOLKSWAGEN, VW",TIGUAN,diesel,110,0,2021,6,0,35000
